Feature,Target
1.0976270078546495,7.669306554719578
1.430378732744839,7.191735407650322
1.2055267521432877,7.914818430635919
1.0897663659937937,8.595684994668412
0.8473095986778094,5.847360936302063
1.2917882261333122,7.725730138072266
0.875174422525385,6.1903697158545175
1.7835460015641595,11.199901733171819
1.9273255210020586,10.454271320018611
0.7668830376515554,6.708110949195777
1.5834500761653292,7.980434154050672
1.057789839505809,7.712618709809244
1.1360891221878646,6.7339347059062185
1.851193276585322,9.585410388030317
0.14207211639577388,3.790370270808441
0.17425859940308142,5.199209093155743
0.04043679488065144,4.6979012012568955
1.665239691095876,8.787420317709634
1.556313501899701,9.064947218360748
1.7400242964936383,8.127011380750409
1.957236684465528,8.380452460690979
1.5983171284334472,9.234343086564879
0.9229587245058637,6.93554966889012
1.561058352572911,9.31820649461084
0.23654885173786644,7.0927913300775405
1.2798420426550476,8.784005614955557
0.2867065748180928,3.94729749901012
1.8893378340991678,10.785029790393356
1.0436966435001434,5.815182519988909
0.8293238799810472,6.026387035128433
0.5291112242092539,5.519092067303131
1.5484673788684333,10.358744858254667
0.9123006644330971,5.992147171250851
1.136867897737297,6.584165154552877
0.037579600872710284,4.0142862781926985
1.2352709941517541,7.042334696093155
1.2241914454448428,8.799210258441036
1.2338679937495138,6.621672472885118
1.8874961570292483,8.515019818676642
1.3636405982069668,7.653101749876466
0.719015801147572,5.659014952750411
0.8740639075986829,8.551723776613034
1.3952623918545297,9.135207982489352
0.12045094325853967,4.44890407116081
1.3335334308913354,6.775164773843838
1.3412757392363188,8.868190194110502
0.4207651221476818,4.262080019053481
0.2578525953097066,3.228786689151508
0.6308567018483677,7.080599897897406
0.7274215418852452,6.499207237580585
1.1403935408357593,8.342039446288096
0.8772030269246407,6.950336733716943
1.9767476761184524,10.787073640258047
0.20408962149605614,3.9612432711880214
0.4177535121896694,4.219017694784544
0.3226190357699925,5.649451625591604
1.3062166509307969,7.1152402886185495
0.5065832050795642,4.830199837488492
0.9326215457126126,6.342332133620495
0.4888511840032055,5.484032711034673
0.31793916729103944,4.599823590619634
0.22075028232861027,3.287299553567812
1.3126591789305468,7.29435913395875
0.2763659026972276,2.6056945558672564
0.393164723360107,5.804725621107509
0.7374503413219282,4.610293368359037
1.6419864596958702,7.821576039659162
0.19420255158612254,4.634772734019342
1.6758898149976078,8.28810644860151
0.19219681578792613,6.119605042770514
1.9529189300267915,8.565899880356925
0.9373024032954032,7.0789580792353926
1.9535221763806743,9.821283710914527
1.209691039490092,6.460979620729078
1.4785271587966033,8.958858136921563
0.07837558450864135,4.0635804223036756
0.5656139251528192,6.468632326672125
0.2403931224263378,5.544683521242745
0.5922803950442899,7.94007713441356
0.2374554379084881,6.0488942631618565
0.635966358787952,5.5387172384214125
0.8285259890293399,6.246198789512094
0.12829499269756872,5.484544573979819
1.3849442387400397,8.810096446942717
1.1332029084131503,8.039740251337044
0.5307789818788908,3.9753809013258383
1.0464961069333993,7.115162196401262
0.18788102151688335,3.8256121553449614
1.1518929911123585,7.735603572380314
1.8585923951524281,9.477626795814325
0.6371379049026473,6.821592622800534
1.3348207599273634,8.321680494973391
0.26359572480878435,5.57711513653533
1.432654408237131,7.831544127975451
0.5788121858944022,4.791990301764956
0.36638272401423366,4.689098478840153
1.1730258696201663,7.502057194999058
0.040215092374987105,4.499797012680043
1.6578800584347262,11.232949125995031
0.009390952385094131,3.98591570549464
1.3556330735924602,7.110954220284603
0.5400159463843297,5.274066063453603
1.4703880442451898,7.947568158089475
1.9243770902348765,10.254612744478091
0.49750628703991606,3.951721846675124
1.1523146688356738,7.520206000707353
1.184083862543678,7.708758125596409
1.1445038115817467,7.665692470945515
0.4461632652812366,4.741173726878348
1.90549802303397,9.478572339365902
0.8942507572352547,5.258691362723233
1.6928173449422557,8.585132151464574
1.3989585506350086,7.6540141758883085
0.5948739017102673,6.200671751392227
1.6275956394049544,7.726604486392951
0.7930114816939693,7.160232546791901
1.7622063942223232,10.781103727158339
1.1625457452717174,5.417652210801619
1.7634707237097056,9.716670901907218
1.3850631801555318,8.83209757549684
1.450508559639281,7.714088653365614
1.0026487638534045,6.6106744772314165
1.9121672694464478,9.603621230752388
1.2879803984592748,7.566150315976096
0.8477100971163594,6.234117322301955
1.2127864282558487,5.962355478437569
0.03838639661866705,5.267490754639121
0.6031496333490987,6.889067492084117
1.32034707498537,7.1476769657519075
0.5801552144208881,4.274041315460151
1.236030857997683,8.229157450445808
0.8575374018915323,5.9968242358615305
0.27094812844490046,4.954797548655481
0.5965646519120615,5.47036553859109
1.1399298214025297,8.111328215277776
1.1817455224963465,8.239985711145046
1.1486504976991576,6.7203541146338885
1.3064016397142673,6.535840963747746
1.3042065400033778,6.329681222675052
0.8628368708679479,7.198889991711049
1.793093191702126,8.190420317322348
0.7351237400957931,5.698554865988691
0.8717298505312536,6.018875513143253
1.7838467100313442,9.298972833824488
1.6123879780921715,6.9008841284300075
1.4077771670807326,8.412110098036026
0.20045377462460223,5.125252347708012
1.838965227489347,9.605317769512702
1.4284825990982228,7.9745616255961975
1.997694013135733,10.090482205675983
